label,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
Akarna -Dhnurasan,-0.12449781381466091,-0.518962023356753,0.8952121494509043,0.9907320141792297,-0.08330356326011826,-0.5424813101541359,0.898947541202084,0.9919133186340332,-0.07120422101391041,-0.5432166765380043,0.898236402005281,0.9880424737930298,-0.06128221623198963,-0.5437716993689579,0.898292888922717,0.9929739236831665,-0.09308642366285039,-0.5388334990364121,1.0158286901633926,0.9947419166564941,-0.08650543866725799,-0.5375304132208819,1.01500023696719,0.9938096404075623,-0.08092100727010046,-0.5362864054657894,1.0148000063917373,0.9965314269065857,-0.009884303651246762,-0.5266592727574565,0.827729975801715,0.9903537034988403,-0.025089130784932946,-0.518911755182521,1.356981881468048,0.9817826151847839,-0.10865634284546916,-0.4979434486702632,0.8671345238850175,0.9836371541023254,-0.11755458702743775,-0.49101136379794713,1.0134769687750946,0.9809346795082092,-0.045589217756792456,-0.41932765177158127,0.2850612288406973,0.9998742341995239,-0.0639653448101989,-0.3336432167643963,1.5645421526865237,0.9995380640029907,-0.33346701904028403,-0.42142621848861817,-0.06470607566981297,0.1352095603942871,-0.22673680234509191,-0.21589183242598317,1.5067110798184327,0.0022777963895350695,-0.6570466250577193,-0.47775792645880405,0.044945472569997987,0.171902596950531,-0.31651757532358643,-0.1901441626471807,1.1257968639320226,0.004996945150196552,-0.7398784707343871,-0.47961318484798593,-0.0449839712868772,0.15476764738559723,-0.3217384693576124,-0.19569257715661528,1.1055127487293506,0.0064442576840519905,-0.7608742433624623,-0.4804529742948209,0.055832953428977566,0.13379211723804474,-0.31551894881075027,-0.20281537015385284,1.0587172243481398,0.005920404102653265,-0.6721764386015077,-0.4663607839660436,0.09745516363953036,0.06898852437734604,-0.31743639463197176,-0.20554617576329248,1.0866680782426708,0.005407946649938822,0.05182143490436267,-0.035420536161114534,-0.40425652761678027,0.9998663663864136,-0.05182143490436267,0.035420536161114534,0.40425652761678027,0.9999251365661621,-0.16798341212556325,-0.40692410933697964,-0.666600331251243,0.22204284369945526,-0.4789690266977756,-0.16133998058363108,-0.0026471023279579097,0.151466965675354,-0.2925552030729213,-0.3743474821773268,-0.13884309403612452,0.02764211781322956,-0.9601677319484716,-0.29527616233895465,-0.029759247009000997,0.18290765583515167,-0.29110416299199693,-0.30374531323984993,-0.08644682215416753,0.04878096282482147,-1.0433607829595695,-0.290251936058754,-0.03374496544177524,0.4232233762741089,-0.3735944960210471,-0.3519615613288659,-0.30572258207512204,0.026315797120332718,-0.9775041628724657,-0.45652739627477923,-0.3216280542764546,0.17311953008174896
Akarna -Dhnurasan,-0.19668495311627177,-0.7756092088535698,0.5617029732032193,0.9981397390365601,-0.14585053459074987,-0.8066816583072924,0.566605829267858,0.9988019466400146,-0.12996815391911157,-0.8087939477256456,0.5656558914962834,0.9980442523956299,-0.11422136070507949,-0.8106933376403649,0.5655219066124955,0.9989689588546753,-0.1629749585345006,-0.8003327464671731,0.7376555745192217,0.9990818500518799,-0.1590576853681855,-0.7980382492619508,0.7362575473954505,0.9987894892692566,-0.15456426263272968,-0.796268230760936,0.7358251924043802,0.9993264675140381,-0.039523161138110864,-0.784951534335111,0.5291382847103401,0.9983037710189819,-0.0794414295667248,-0.7703993870584408,1.2934670735817926,0.995540201663971,-0.1816996252802004,-0.7317923153903458,0.5531619346308841,0.993586003780365,-0.19738425805521526,-0.7276093063472322,0.7650059248725746,0.9940035939216614,-0.13046815695045616,-0.6481367965609988,-0.06539244797654836,0.9997784495353699,-0.06620980311642619,-0.49961258608702164,1.6914272368586984,0.9992510676383972,-0.5588305053222444,-0.6609643801576857,-0.45466541673480876,0.4606993794441223,-0.357016538981566,-0.4074449721397568,1.5365768419551176,0.012766223400831223,-1.0630456834157458,-0.7164903578180306,-0.17001120457276822,0.4281407594680786,-0.3180800169866799,-0.38068839966754714,0.7701655812509031,0.013522432185709476,-1.2121031139056675,-0.7238711329458354,-0.31556409749888026,0.3488149642944336,-0.2962108090321976,-0.3979068412753114,0.6649601065968385,0.015668561682105064,-1.2359896223576299,-0.7282903516572143,-0.19077829094648058,0.30653518438339233,-0.266043570971663,-0.4232811209848761,0.6315846128775287,0.014432020485401154,-1.194775891529623,-0.7221205395820135,-0.09877282226157791,0.174386665225029,-0.28152229729243333,-0.42138755861131466,0.7240525394457953,0.011684207245707512,0.06199843337301091,-0.0481844413096699,-0.5450033284470337,0.9998365640640259,-0.06199843337301091,0.0481844413096699,0.5450033284470337,0.9998658895492554,-0.2378153501057211,-0.6022756016595967,-1.3958163246258597,0.2926824390888214,-0.7279945068177669,-0.2158323108472885,-0.4948214488426635,0.214021697640419,-0.5911558761249075,-0.36430640446730805,-0.6167884858777158,0.040062934160232544,-1.4276560912801224,-0.43158614414031776,-0.36856602139522615,0.18859776854515076,-0.5635694617918182,-0.3140970868566529,-0.5430789286681786,0.05366935580968857,-1.5506787873959216,-0.4125732083586757,-0.35335062709052667,0.406669557094574,-0.7278375517092485,-0.3587216775243565,-0.9472937918698182,0.036400292068719864,-1.4777978094133464,-0.6653494106276052,-0.7794924637483759,0.22909419238567352
Akarna -Dhnurasan,-0.1563284131803931,-0.6328222019763567,0.6183906763271101,0.9992677569389343,-0.11425896679529635,-0.6564877851701663,0.6436264371916961,0.9994614720344543,-0.10256971915936085,-0.6565753765991182,0.6426826473375707,0.9990302324295044,-0.09218779697902836,-0.6568132138243508,0.6428979632790246,0.9994200468063354,-0.12504112881468327,-0.6523145679075022,0.7758916379378639,0.9996644258499146,-0.12095550298097107,-0.6494249858918989,0.7746804760261459,0.9996028542518616,-0.11803911362412274,-0.6470678101419537,0.7743036926106809,0.9997784495353699,-0.037284491829485324,-0.6281443209290904,0.6737587069984992,0.9991908669471741,-0.06600325884799225,-0.6191470290953933,1.2666558161044128,0.9986556768417358,-0.14554968000697938,-0.5989539317326323,0.6244702150584014,0.9980960488319397,-0.15409342903240222,-0.5919587742340182,0.7879865024667664,0.9982396364212036,-0.0563747476419546,-0.5342466208058775,0.2136308974430531,0.9998469352722168,-0.09975681860824932,-0.41210115241556816,1.5413758906176285,0.9996848106384277,-0.38071739279270306,-0.49229063805116685,0.27019477711175716,0.05095834285020828,-0.5091867441540535,-0.32922282811043396,1.1914428328290196,0.007929579354822636,-0.4864252853007247,-0.4002426444738643,0.8305271813882265,0.02324223890900612,-0.8343864449414687,-0.5237287916396979,0.38794526372966925,0.016553284600377083,-0.5169671073805322,-0.3750976700992507,0.8254022255830444,0.02173205092549324,-1.001700413050114,-0.5647801824840222,0.31459989103114894,0.020082173869013786,-0.5063473479749672,-0.38368318870289264,0.8504511143420906,0.01862476021051407,-1.0214803344731036,-0.5658767897689081,0.276854063561632,0.018429048359394073,-0.4974931325323339,-0.37397113834041684,0.864993161827735,0.014891862869262695,-0.9770127220430183,-0.5597905881664643,0.3349409937510603,0.018375223502516747,0.056715138533113045,-0.05281170910588632,-0.42307316729864203,0.9999128580093384,-0.056715138533113045,0.05281170910588632,0.42307316729864203,0.9999557733535767,-0.18302665478086977,-0.48392051331729646,-0.9574971529553155,0.6511482000350952,-0.6029937357156117,-0.17042517825942585,-0.18142279259482247,0.3496878147125244,-0.4752993035442062,-0.2887948638066929,-0.30899690344389535,0.12810960412025452,-1.1968860673652488,-0.3333748488707183,-0.3318616952463258,0.534647524356842,-0.5059706424878198,-0.2505214616272074,-0.24474549265702136,0.18929679691791534,-1.3065084551215924,-0.3224446230479428,-0.34688896340133785,0.7165843844413757,-0.5847917068668383,-0.22124597470795965,-0.538397219374366,0.10882784426212311,-1.2588828755501829,-0.5449087732162021,-0.7187248658402571,0.500066339969635
Akarna -Dhnurasan,-0.04134966457716521,-0.682858016630843,0.46353970618331386,0.9989638328552246,0.006817096844952435,-0.7076182884793172,0.47892362375013725,0.9991410970687866,0.023677775539277742,-0.7056760433486475,0.47798144776799306,0.9988150596618652,0.039792903212887955,-0.7036469584684059,0.4779990981235971,0.9992128610610962,-0.011690360027230786,-0.7092347080455361,0.6168887756023125,0.9994350075721741,-0.008690505588766358,-0.7092929542190295,0.6154004093660009,0.9994335770606995,-0.006385016139765279,-0.7103202049151852,0.6147923987413304,0.9996333122253418,0.1175674301465762,-0.6795538700617648,0.5301562519406785,0.9992602467536926,0.0576437668566005,-0.6920111380399916,1.1414625068837083,0.9984011054039001,-0.02161939106873337,-0.6465000491220594,0.4896106493130558,0.9979046583175659,-0.0404929163161446,-0.6495037866387567,0.6575164082576049,0.9981409311294556,0.09211844142243199,-0.5945448153730883,0.1250728908600866,0.9999212026596069,-0.02945473692848348,-0.4941058198153509,1.5515048898118697,0.9998613595962524,-0.1985811503407198,-0.5794954161708507,0.007438381088610824,0.08951184898614883,-0.30400089974636424,-0.4307481033390511,1.4644882836767885,0.013186616823077202,-0.4239133561384946,-0.5803973493422176,0.4540382991322084,0.061600930988788605,-0.23946166846592934,-0.46372779278521953,0.8178949524253618,0.012730545364320278,-0.4826136732815536,-0.5813765910711304,0.4069440615683709,0.05973789840936661,-0.21163182327435476,-0.47970877775623894,0.746118369333042,0.017676295712590218,-0.46329094648401925,-0.5934561414394305,0.46264946637253457,0.05215371027588844,-0.17773149127987908,-0.5036038291730025,0.7381379375502266,0.015975313261151314,-0.4401324444066127,-0.589122626131524,0.5015534535513135,0.03143967688083649,-0.19170739585427837,-0.5003215690448733,0.7884759574669765,0.01272423006594181,0.11442990293440018,-0.030465925801039535,-0.4422159585709483,0.9999446868896484,-0.11442990293440018,0.030465925801039535,0.4422159585709483,0.9999715089797974,-0.0723927570064572,-0.5388286438520061,-1.2577355040761724,0.6821726560592651,-0.6571823973407428,-0.19145940835804146,-0.6927759941371486,0.7738769054412842,-0.34489942123428996,-0.3491709837940262,-0.49880052758774973,0.12499108910560608,-1.3063707721248552,-0.38647359833473865,-1.0951263079671758,0.7979510426521301,-0.3661095005565654,-0.3118574260328392,-0.42815255235864197,0.14442038536071777,-1.3977630779177366,-0.36793084075134735,-1.142006181962202,0.8015234470367432,-0.4898333747378344,-0.35121913105832026,-0.784621605187831,0.13462738692760468,-1.3081575176226532,-0.6138207687282718,-1.6882595361508301,0.7882566452026367
Akarna -Dhnurasan,-0.1822759626223158,-0.6231147811091718,0.747732437027177,0.9990359544754028,-0.13536843885172042,-0.6518087436899808,0.7461220363029735,0.9990148544311523,-0.11851314243762325,-0.6540104337603724,0.7453080021011563,0.9982333183288574,-0.10307357203699072,-0.6557484710845768,0.7456094259217277,0.9989489912986755,-0.14730782730303837,-0.6474700900009446,0.8734835488840004,0.999414324760437,-0.13946767071669275,-0.646695023764975,0.8721696184253876,0.9992873072624207,-0.1322159964620462,-0.6456986987398706,0.8716212598890317,0.9996482133865356,-0.019413642443094237,-0.6433157085571879,0.7025095347462449,0.9984934329986572,-0.052626237877235686,-0.6283341768737645,1.2729434237548947,0.99810791015625,-0.15700061345214036,-0.5971168733858215,0.7353176724162177,0.9975641965866089,-0.1704505059355524,-0.5921326063643096,0.8923328162963012,0.9976032376289368,-0.006043667313369752,-0.5120947161722513,0.18958978335215687,0.9998564720153809,-0.09756356771353439,-0.4386216072775252,1.5669420305288841,0.9997839331626892,-0.35774574070124326,-0.5164604492951816,-0.04044526300152637,0.051887571811676025,-0.5189375570224963,-0.38453539162899786,1.3776080776516644,0.007776013575494289,-0.6645165936372941,-0.4772510802014871,0.23782896718023308,0.030006220564246178,-0.9087114981620119,-0.5381576805843472,0.6839851792610485,0.020703338086605072,-0.732688903347246,-0.46528626350126856,0.17427855130514752,0.02881586365401745,-0.991440819893547,-0.5987545186624185,0.6217843388006238,0.025574814528226852,-0.720634922657376,-0.48022354342686496,0.23255954051033612,0.02606724575161934,-1.0926161896619595,-0.558905480502225,0.5567361949373317,0.023894252255558968,-0.6941926810522631,-0.48357049540877867,0.27713171078531257,0.018794246017932892,-0.955114750035579,-0.5813556521484466,0.6228596317480445,0.02373431622982025,0.08052036644717192,-0.048085314026490335,-0.4188109374027333,0.999885082244873,-0.08052036644717192,0.048085314026490335,0.4188109374027333,0.9999524354934692,-0.21049768629497115,-0.4884087976768613,-0.6258993807619093,0.1668626070022583,-0.6435625607137228,-0.15107599657680515,-0.2038434520506137,0.2786644995212555,-0.37361263777820497,-0.30631545611483146,0.04982663308086942,0.02911791391670704,-1.2813403599210633,-0.3034958926198557,-0.30807153263509035,0.24866433441638947,-0.37707913555365125,-0.26363199379472035,0.11617026573037746,0.043963219970464706,-1.3928135100202124,-0.29277309727178097,-0.3155944346647389,0.42740386724472046,-0.4956030106937325,-0.3012340994156992,-0.12912916803605295,0.025973372161388397,-1.319888264306344,-0.5112585560915206,-0.6699331821697407,0.22044405341148376
Akarna -Dhnurasan,-0.1074888445389852,-0.682638169799052,0.47225216075993404,0.9977486729621887,-0.05760087121857663,-0.7114045963225301,0.47254377733439445,0.998223602771759,-0.0417477399226736,-0.7100623710692214,0.47165487052221167,0.9976170063018799,-0.02546509654571182,-0.7081422634298261,0.4719941451622541,0.9983022212982178,-0.07033641229098384,-0.7090876253244538,0.6542472035829183,0.998524010181427,-0.06384693457302751,-0.7066248233664234,0.652829478159111,0.9984591007232666,-0.057501473997115395,-0.704602416396911,0.6522978481297262,0.9989892840385437,0.05517470838232575,-0.6783854923275554,0.44239608312709755,0.9982473850250244,0.01012708953621374,-0.6793718465069463,1.2534723769060747,0.9963153004646301,-0.08940254063244217,-0.6394054571535625,0.4694181609666474,0.9962531328201294,-0.10223566510840074,-0.639690589328995,0.6945813445175296,0.9960805773735046,-0.00021457465873839582,-0.5790216451158622,-0.1104430891233347,0.999750554561615,0.022667101037936253,-0.5137996551853573,1.7853274104026116,0.9996960163116455,-0.43486375080185774,-0.584151847692157,-0.5832134689964824,0.7714834213256836,-0.20332445315238654,-0.5522355449863873,2.1129569767000307,0.0590377040207386,-0.948591034652611,-0.6093693580931707,-0.3518279150875971,0.8008803129196167,-0.16107664363195995,-0.7186043651339941,1.9320217476817874,0.32297274470329285,-1.0841169695335129,-0.606836542763819,-0.4928140086953243,0.7322067022323608,-0.1559968651935597,-0.7775142687381286,1.928647320842253,0.34515538811683655,-1.1131405954366116,-0.6147226602723803,-0.3521273084063461,0.6938233375549316,-0.14432748628857792,-0.8013485616010704,1.9055031856940192,0.31372204422950745,-1.066133146338878,-0.6094078110328601,-0.27133521079205053,0.49484783411026,-0.14468589670756954,-0.7654396829120804,1.9074637414728048,0.24616006016731262,0.07481146383823126,-0.05642370339506675,-0.5654206408277574,0.9996503591537476,-0.07481146383823126,0.05642370339506675,0.5654206408277574,0.9998095631599426,-0.21527170896116138,-0.5368079353721413,-1.4096744755961368,0.7631482481956482,-0.6461684586123281,-0.2247278672525118,-0.5094388741664321,0.8599216341972351,-0.4117395676506326,-0.2982669378269647,-0.6447884152555985,0.18602228164672852,-1.3168434110049982,-0.42034232461538606,-0.3414280726831857,0.80420982837677,-0.41795026155584086,-0.24759140477008768,-0.5750628514912134,0.18893463909626007,-1.4346782729019194,-0.4157399430508653,-0.3258752416149866,0.8253710865974426,-0.566992404737561,-0.2870426698370666,-0.9964011435209127,0.19264979660511017,-1.3328813703459177,-0.637546293795939,-0.7914507839941128,0.7725646495819092
Akarna -Dhnurasan,-0.3147722898475325,-0.9955876110287525,0.1711864838875999,0.9990749359130859,-0.22616459438218386,-1.0422434871078308,0.18889109658331363,0.9990756511688232,-0.20741048805916149,-1.0420326195313419,0.18706052024468142,0.9985777139663696,-0.18895273616796127,-1.0422258198243952,0.1877793400297039,0.9990494847297668,-0.23464033113229749,-1.0388998112395604,0.4033314715224795,0.9994621872901917,-0.22241514090726472,-1.0354564007067344,0.4009833613236117,0.9994361996650696,-0.21351026014337787,-1.0328097276656152,0.40000749325045887,0.9997097849845886,-0.08515459642225165,-1.0091800210267494,0.20248815492906927,0.9979719519615173,-0.1309265384171834,-1.00164577951004,1.170408728858702,0.9984949827194214,-0.2899868009245604,-0.9333349431502956,0.17972943467771935,0.9980267882347107,-0.3004691991255313,-0.921656868799396,0.4433741913315417,0.9984487295150757,-0.013812396172387954,-0.8811058940158542,-0.4830075359621266,0.9997538924217224,-0.36070380730575313,-0.6300845716645871,1.738412247506914,0.9998337030410767,-0.6334427802982642,-0.7914073862764525,-1.1387993941868404,0.316610723733902,-1.0263312488122722,-0.46017887677725705,1.7417207312864054,0.09049267321825027,-1.3961704664351275,-0.8978134450221971,-1.3106224880002504,0.4152885973453522,-1.8559469850799493,-0.604699534929544,0.8814164962568986,0.4130218029022217,-1.6486917981413098,-0.884431902600689,-1.5448905238775714,0.3807540237903595,-2.058954900089445,-0.6397713721985894,0.8128008280188448,0.3744860887527466,-1.6775285091385277,-0.88946251908087,-1.4407022791153574,0.3584078252315521,-2.063635305418944,-0.6715776115939021,0.5876125291440905,0.37059614062309265,-1.6137142813693157,-0.8799461223451656,-1.2590528274766133,0.2510509788990021,-2.006571689659219,-0.659487490600296,0.7454847736989958,0.33902132511138916,0.1054315085949448,-0.1097078460549016,-0.6476579620373643,0.9998005032539368,-0.1054315085949448,0.1097078460549016,0.6476579620373643,0.9998958110809326,-0.3592488210279801,-0.7136513922271147,-1.5413631937484267,0.36746707558631897,-1.0883565216555424,-0.2722189279559,-0.4866965074868974,0.27553629875183105,-0.4533795372602297,-0.6922147083837329,-1.0378532384131423,0.12429850548505783,-2.0743852774771083,-0.5405091649968654,-0.717336873038626,0.2825566828250885,-0.4772451876198154,-0.5254526501231932,-1.0111944475336327,0.17494799196720123,-2.2492115957574237,-0.5255170502208777,-0.7454350488448102,0.4221317768096924,-0.6446073636047949,-0.7011007820394465,-1.7473999080423819,0.1601601541042328,-2.2344195202229162,-0.8357659455965402,-1.459431594250333,0.3095681369304657
Akarna -Dhnurasan,-0.22559022556392788,-0.7205291576599804,0.8503370458872402,0.9992683529853821,-0.16379631888637233,-0.7642051611885442,0.8279274625455555,0.9991046786308289,-0.14653419992824396,-0.7639183205890903,0.826793343914156,0.9988180994987488,-0.13010589988984952,-0.7636220047746394,0.8268777056294984,0.999194324016571,-0.17704008530260107,-0.7608634251357469,1.0206856374533686,0.9993636012077332,-0.16936817599618537,-0.7582099342450026,1.0193528623257255,0.9993313550949097,-0.16196286478445734,-0.7559195163652789,1.0187680908183554,0.9995835423469543,-0.034320090102230985,-0.7302214412187059,0.6152237447233112,0.9988419413566589,-0.06723181870263861,-0.7222213449201222,1.481892158122798,0.9982030391693115,-0.21074127158889316,-0.6646292654021351,0.7718453877448138,0.9981162548065186,-0.22007349697773362,-0.662084739483856,1.0118042384871684,0.9981556534767151,-0.04473205930913601,-0.5760351437972218,-0.059248263652963,0.9998821020126343,-0.12450863197618095,-0.44836868107750294,1.7686207777631269,0.999853253364563,-0.5540550138079852,-0.591211423381243,-0.5754126060209858,0.5764880776405334,-0.666082634175194,-0.3423884013363191,1.6101647115836302,0.02881362847983837,-1.0777721119620143,-0.6684271038495596,-0.3595138295508263,0.6264510750770569,-1.0555953712615904,-0.40230233922015635,0.9962192325835048,0.05305793881416321,-1.2541732662897054,-0.6770004506554603,-0.49796015285064243,0.5328883528709412,-1.1309801817775367,-0.44629274760998355,0.943839490369934,0.050857581198215485,-1.2765694443556275,-0.6796190555273521,-0.3608464700873471,0.47750982642173767,-1.2423337698051877,-0.4692796191926489,0.8533710527984313,0.04515257105231285,-1.2217273306447174,-0.6666819415237528,-0.29016459639683206,0.3428427278995514,-1.0861331278136646,-0.43883532271577214,0.9233664579297052,0.04608144238591194,0.0733153374222884,-0.074318633482991,-0.5236011075249893,0.9998733997344971,-0.0733153374222884,0.074318633482991,0.5236011075249893,0.9999359846115112,-0.24188888743350004,-0.5803765150322001,-0.742582370628526,0.2330510914325714,-0.7667550707517079,-0.1713866121363368,-0.13991923470380635,0.23007802665233612,-0.295997533365326,-0.7111680759345582,-0.03927735031201286,0.037569064646959305,-1.507739710169593,-0.3941295355936732,-0.336851968609847,0.15522494912147522,-0.37223511323100017,-0.6736057395369981,0.011443814568191997,0.13367816805839539,-1.6333793382631405,-0.36293885058998915,-0.3650424021557668,0.434235155582428,-0.30754782044664053,-0.9628885756563984,-0.3472873028355514,0.06955724954605103,-1.565443769501181,-0.6555046333600465,-0.8369681097274435,0.24855609238147736
Akarna -Dhnurasan,-0.13243335711291485,-0.5930583378663781,0.9044804828433285,0.9893976449966431,-0.09216646859707456,-0.6171757741347926,0.8834678290010594,0.9900654554367065,-0.07903436443576874,-0.6176645901757966,0.882643560204877,0.9843159317970276,-0.06716746813910378,-0.6182570088459151,0.8825715092855383,0.9911481142044067,-0.1008540199693678,-0.6148761097158114,1.0330892547182728,0.9930785298347473,-0.09339243304159628,-0.6137650500053985,1.0320894108604777,0.9916644096374512,-0.08629062978947696,-0.6128439284483622,1.0317773471836902,0.9955671429634094,0.0032383670282308797,-0.6010683908337346,0.7389364318469779,0.9884033799171448,-0.0191357195448113,-0.5946855270381979,1.4118132176831049,0.9774394035339355,-0.11202238338791219,-0.5658020558831548,0.8549774984287697,0.9788675308227539,-0.12061292502567095,-0.5634308114658763,1.0423974015363302,0.9783707857131958,-0.010789742901234984,-0.47501538593746895,0.12418278122364813,0.9998745918273926,-0.010891147898822826,-0.389534112444529,1.6791707902707362,0.9996104836463928,-0.3596395738135366,-0.473563693340422,-0.26071597692324905,0.47839730978012085,-0.15930630936841447,-0.19777694805856177,1.6260199729824236,0.00515612680464983,-0.771910225059328,-0.5237412721468286,-0.05330393039733502,0.4288991093635559,-0.20737573164602133,-0.08571280967164284,1.0909776161702076,0.009434850886464119,-0.9018542935472461,-0.5099181698440651,-0.16736302276229265,0.34779590368270874,-0.19416105932878486,-0.056477403524971395,1.041298114851953,0.01284700445830822,-0.9170733627904873,-0.5222280458670349,-0.045653494321095195,0.3033982515335083,-0.1860561942584205,-0.0680570379863643,0.9803814956431052,0.012110045179724693,-0.8827378817651333,-0.5187190562136624,0.012653666778566521,0.1809847205877304,-0.19467467721130405,-0.08381907919037394,1.0417885006297616,0.011239472776651382,0.06113402775630775,-0.05199643284208828,-0.4774601529023407,0.9998101592063904,-0.06113402775630775,0.05199643284208828,0.4774601529023407,0.999889612197876,-0.18988980548301837,-0.4610456702171404,-0.6766391113880786,0.26691439747810364,-0.5611096416526697,-0.18550443177154546,0.09463580194294083,0.22715026140213013,-0.33366451101036276,-0.32313298981351163,0.030888581820751326,0.020712677389383316,-1.1296570102336787,-0.32099971749583556,0.18639245150371128,0.24550709128379822,-0.3430418047346699,-0.2902755729635247,0.10224647462374495,0.024162515997886658,-1.2207328256988021,-0.3070146183548203,0.19725373515982345,0.43965429067611694,-0.44143636107833134,-0.3340294748174707,-0.09836044400072293,0.017215464264154434,-1.1554195306734873,-0.5109504287668788,-0.0712303884783128,0.24037037789821625
Akarna -Dhnurasan,-0.06821656730527507,-1.36275608972947,-0.9818884390364675,0.9999548196792603,0.04301760478755009,-1.412690358553564,-0.9602927240472543,0.9999351501464844,0.07174226346826902,-1.4081694351625529,-0.9620287733136847,0.9999067783355713,0.10131714209000149,-1.4027105532442148,-0.9615480466242387,0.999925971031189,0.01764977302420066,-1.4179418249854288,-0.7273776143773975,0.9999666213989258,0.026096172161868797,-1.418165760289409,-0.7303683896718468,0.999970555305481,0.033763570127330236,-1.41988382131011,-0.7312852395434708,0.9999817609786987,0.23601532875528827,-1.3582234189126763,-0.7739910327755812,0.9998840093612671,0.143398623885503,-1.3848992531155038,0.28028190057892083,0.9999212026596069,-0.05449263713478717,-1.283101567889584,-0.9053959020441356,0.9999123811721802,-0.07951098298110514,-1.2931331352937878,-0.6155976458695024,0.9999217987060547,0.3253618439728505,-0.9918960985936685,-1.0329256810094283,0.9999562501907349,-0.2806423308750505,-1.0067911002718564,1.0899313494940464,0.999990701675415,0.46584123255138477,-0.5433580900058985,-1.856971439611757,0.06999272853136063,-0.9872338389862109,-1.0740326312371782,0.9256662687854886,0.23434510827064514,0.4598287531930429,-0.32524216707269055,-2.5539924667806795,0.04663020744919777,-1.599804457739513,-1.2702164773413829,-0.4791342708152385,0.6514250040054321,0.49891243877165475,-0.2837627408485458,-2.7811080191845035,0.04723536595702171,-1.7874325068034493,-1.312731879676728,-0.6165345489640444,0.5909545421600342,0.4940989310572465,-0.3344462751733345,-2.827592215899079,0.042347297072410583,-1.7942808889276323,-1.3203376036568308,-0.8792916535270412,0.5851739645004272,0.46147779808727124,-0.3604763680651763,-2.5772624652742007,0.03195105493068695,-1.7253150561216626,-1.2981412097477198,-0.6407203418964046,0.5333703756332397,0.2134162184060684,-0.06394711224742214,-0.7090939851331396,0.999742329120636,-0.2134162184060684,0.06394711224742214,0.7090939851331396,0.9999371767044067,0.127958101122537,-0.886071616073717,-2.1574131388756905,0.7618560194969177,-1.1542433202664575,-0.46364299550182125,-1.608582583990393,0.8069469332695007,-0.21357260601179887,-1.2770758726772369,-2.4299220293780617,0.5541796684265137,-2.249969775853486,-0.8088484442637675,-2.4541760583344012,0.8112104535102844,-0.3035725717885166,-1.1792829583220064,-2.5089990918193235,0.6360598206520081,-2.472275491613459,-0.7596311355194658,-2.5632723824883263,0.8495259881019592,-0.27803954185009977,-1.7931054121352636,-3.4772404637250913,0.6954563856124878,-2.4459381301159917,-1.289979685685279,-3.5558729595218934,0.8515419363975525
